Timestamp,Pelvis_position_x,Pelvis_position_y,Pelvis_position_z,Pelvis_extension,Pelvis_lateral_flexion_rotation,Pelvis_axial_rotation,Chest_position_x,Chest_position_y,Chest_position_z,Thorax_extension,Thorax_lateral_flexion_rotation,Thorax_axial_rotation,Head_position_x,Head_position_y,Head_position_z,Neck_flexion,Neck_left-ward_tilt,Neck_right-ward_rotation,LeftUpperLeg_position_x,LeftUpperLeg_position_y,LeftUpperLeg_position_z,LeftHip_flexion,LeftHip_adduction,LeftHip_external_rotation,LeftLowerLeg_position_x,LeftLowerLeg_position_y,LeftLowerLeg_position_z,LeftKnee_flexion,LeftKnee_adduction,LeftKnee_external_rotation,LeftFoot_position_x,LeftFoot_position_y,LeftFoot_position_z,LeftAnkle_dorsiflexion,LeftAnkle_inversion,LeftAnkle_internal_rotation,RightUpperLeg_position_x,RightUpperLeg_position_y,RightUpperLeg_position_z,RightHip_flexion,RightHip_adduction,RightHip_external_rotation,RightLowerLeg_position_x,RightLowerLeg_position_y,RightLowerLeg_position_z,RightKnee_flexion,RightKnee_adduction,RightKnee_external_rotation,RightFoot_position_x,RightFoot_position_y,RightFoot_position_z,RightAnkle_dorsiflexion,RightAnkle_inversion,RightAnkle_internal_rotation,LeftShoulder_position_x,LeftShoulder_position_y,LeftShoulder_position_z,LeftUpperArm_position_x,LeftUpperArm_position_y,LeftUpperArm_position_z,LeftShoulder_flexion,LeftShoulder_abduction,LeftShoulder_external_rotation,LeftElbow_flexion,LeftElbow_abduction,LeftElbow_pronation,RightShoulder_position_x,RightShoulder_position_y,RightShoulder_position_z,RightUpperArm_position_x,RightUpperArm_position_y,RightUpperArm_position_z,RightShoulder_flexion,RightShoulder_abduction,RightShoulder_external_rotation,RightElbow_flexion,RightElbow_abduction,RightElbow_pronation,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftWrist_flexion,LeftWrist_adduction,LeftWrist_pronation,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightWrist_flexion,RightWrist_adduction,RightWrist_pronation
27033.0,-0.7579162,0.6013442,-0.5575021,15.23338,10.53158,26.70744,-0.7990065,0.9339114,-0.6227396,-2.397922,-0.5433894,2.512948,-0.7963001,1.233858,-0.6128228,-2.854305,0.2436935,17.44353,-0.8262422,0.598275,-0.5204285,55.60429,24.75042,2.673568,-0.8025166,0.4871264,-0.1213824,80.0866,-2.003582,1.215953,-0.8059595,0.07325953,-0.1620651,6.470963,-2.125562,-6.529547,-0.6895902,0.6044133,-0.5945757,8.972663,37.48301,39.68606,-0.3857069,0.3219902,-0.5877322,72.29041,39.09147,-22.75077,-0.4752485,0.07344438,-0.9089174,48.99464,28.53121,21.60697,-0.8646157,1.053011,-0.5963968,-0.9925112,1.07027,-0.6039581,50.79934,13.12415,-32.58415,44.0993,-5.35e-05,-61.77021,-0.7295187,1.051979,-0.6023745,-0.6018957,1.03338,-0.6112512,49.13925,28.86213,-20.45305,23.17082,31.76466,-38.0222,-1.011884,1.007107,-0.1201662,0.2112177,-5.082298,0.0,-0.2770301,1.012379,-0.2354477,-3.628118,-2.904182,-0.09065409
27050.0,-0.7579282,0.601334,-0.5574969,15.23714,10.53216,26.70901,-0.7990119,0.9338969,-0.6227403,-2.398738,-0.5458227,2.512792,-0.7962905,1.233843,-0.6128242,-2.859923,0.2414014,17.4446,-0.8262531,0.5982673,-0.5204211,55.60063,24.75219,2.676495,-0.8025309,0.4871249,-0.1213731,80.08858,-2.004811,1.217401,-0.8059602,0.07325876,-0.1620647,6.47163,-2.126443,-6.526814,-0.6896033,0.6044008,-0.5945727,8.972268,37.48997,39.68831,-0.3856925,0.3220067,-0.5877506,72.29157,39.09206,-22.75199,-0.4752505,0.07344416,-0.9089183,48.99121,28.53195,21.61572,-0.8646161,1.052999,-0.5963957,-0.9925116,1.070262,-0.6039491,50.79483,13.1281,-32.58598,44.10305,-0.000127342,-61.76315,-0.7295191,1.051961,-0.6023737,-0.6018974,1.033355,-0.6112528,49.14369,28.84903,-20.45206,23.17594,31.78308,-38.02067,-1.011867,1.00708,-0.1201654,0.2148914,-5.083575,0.0,-0.2770563,1.01234,-0.2354629,-3.611458,-2.901636,-0.09065409
27067.0,-0.757941,0.6013243,-0.5574924,15.2395,10.53168,26.71114,-0.7990183,0.9338849,-0.6227411,-2.39882,-0.5475231,2.511312,-0.7962837,1.233831,-0.6128309,-2.866828,0.23725,17.44966,-0.8262648,0.5982606,-0.5204142,55.5984,24.75392,2.67825,-0.8025454,0.4871237,-0.1213646,80.09032,-2.007716,1.218365,-0.8059601,0.07325828,-0.1620639,6.472539,-2.128502,-6.524049,-0.6896172,0.6043881,-0.5945705,8.973954,37.49699,39.69252,-0.3856795,0.3220226,-0.5877684,72.29205,39.09529,-22.75027,-0.4752524,0.07344377,-0.9089193,48.98627,28.53646,21.62703,-0.8646194,1.052989,-0.5963981,-0.9925141,1.070258,-0.6039515,50.7852,13.12856,-32.59115,44.10706,-0.000113792,-61.76126,-0.7295223,1.051947,-0.6023726,-0.6019024,1.033327,-0.6112498,49.14923,28.83915,-20.45573,23.17708,31.79833,-38.02277,-1.011854,1.007009,-0.1201828,0.2289973,-5.085932,0.0,-0.2770943,1.012313,-0.2354563,-3.595701,-2.897468,-0.09065409
27083.0,-0.7579541,0.6013151,-0.5574886,15.24129,10.53088,26.71146,-0.7990211,0.9338743,-0.6227465,-2.397432,-0.5499225,2.510221,-0.7962647,1.233821,-0.6128504,-2.87467,0.2276271,17.45378,-0.8262778,0.5982536,-0.5204102,55.5974,24.75407,2.679638,-0.802561,0.487123,-0.1213587,80.09182,-2.009994,1.220611,-0.8059596,0.07325798,-0.1620634,6.473114,-2.130497,-6.520591,-0.6896303,0.6043766,-0.5945669,8.974654,37.50441,39.69519,-0.385666,0.3220392,-0.5877861,72.2934,39.09464,-22.74766,-0.4752542,0.0734446,-0.9089205,48.9827,28.5402,21.637,-0.8646176,1.052981,-0.5964074,-0.9925109,1.070259,-0.6039639,50.78176,13.12349,-32.59306,44.10579,-0.000108126,-61.76735,-0.7295204,1.051934,-0.6023796,-0.6019028,1.033296,-0.6112514,49.1513,28.83833,-20.45783,23.17922,31.80907,-38.02311,-1.011839,1.006932,-0.1202029,0.2264194,-5.092662,0.0,-0.2770972,1.012279,-0.2354749,-3.599456,-2.899702,-0.09065409
27100.0,-0.7579669,0.6013075,-0.5574862,15.24425,10.53047,26.71059,-0.7990211,0.9338638,-0.6227574,-2.39588,-0.5531253,2.507958,-0.7962351,1.233811,-0.6128761,-2.882082,0.2141148,17.45817,-0.8262913,0.5982479,-0.5204088,55.59529,24.75327,2.68088,-0.802577,0.487123,-0.1213555,80.09293,-2.012116,1.221252,-0.8059591,0.07325819,-0.1620635,6.472872,-2.132623,-6.519118,-0.6896425,0.604367,-0.5945637,8.973187,37.51205,39.70097,-0.3856525,0.3220568,-0.5878046,72.29387,39.0956,-22.74661,-0.4752553,0.07344536,-0.9089218,48.97827,28.54439,21.64642,-0.8646119,1.052975,-0.5964242,-0.9925038,1.070262,-0.6039848,50.78582,13.11655,-32.59507,44.09275,-0.000103798,-61.76996,-0.7295144,1.05192,-0.6023912,-0.6018994,1.033263,-0.6112605,49.15154,28.83858,-20.45837,23.18489,31.81881,-38.02064,-1.011842,1.006871,-0.1202099,0.2306999,-5.100097,0.0,-0.2770862,1.012244,-0.235512,-3.59717,-2.897042,-0.09065409
27117.0,-0.7579793,0.6013006,-0.5574844,15.24758,10.52962,26.70866,-0.7990217,0.933854,-0.6227694,-2.394491,-0.5554647,2.504444,-0.7962129,1.233801,-0.6129033,-2.891034,0.2031357,17.46274,-0.826305,0.5982434,-0.5204093,55.59308,24.75143,2.682339,-0.8025938,0.4871241,-0.1213543,80.09396,-2.013877,1.221092,-0.8059591,0.07325941,-0.1620649,6.474841,-2.135039,-6.517463,-0.6896536,0.6043578,-0.5945596,8.97067,37.52039,39.70745,-0.3856382,0.3220742,-0.5878233,72.29427,39.09592,-22.74621,-0.4752558,0.07344565,-0.9089233,48.97449,28.54727,21.65361,-0.8646088,1.052969,-0.596443,-0.9924997,1.070262,-0.6040069,50.78703,13.11466,-32.59967,44.0813,-6.02e-05,-61.76914,-0.7295111,1.051907,-0.602402,-0.601898,1.033239,-0.6112733,49.15294,28.83452,-20.46503,23.17973,31.83532,-38.02686,-1.011859,1.006834,-0.1202177,0.2255535,-5.098499,0.0,-0.277071,1.012217,-0.2355572,-3.585285,-2.892718,-0.09065409
27133.0,-0.7579903,0.6012949,-0.5574825,15.25091,10.53042,26.70644,-0.7990274,0.9338443,-0.6227751,-2.3949,-0.5570975,2.501159,-0.7962023,1.233791,-0.6129194,-2.904747,0.1955035,17.46695,-0.8263172,0.5982381,-0.5204095,55.59065,24.75017,2.681537,-0.8026091,0.4871236,-0.1213529,80.0948,-2.016276,1.221092,-0.8059592,0.07325894,-0.1620657,6.476991,-2.135872,-6.515236,-0.6896634,0.6043518,-0.5945556,8.966836,37.527,39.71373,-0.3856246,0.322093,-0.5878416,72.29471,39.0953,-22.74596,-0.475257,0.07344702,-0.9089239,48.97097,28.54952,21.66142,-0.8646122,1.052961,-0.5964516,-0.9925022,1.070261,-0.6040148,50.77872,13.1228,-32.6087,44.08366,-5.2e-05,-61.76832,-0.7295143,1.051895,-0.6024031,-0.6019024,1.033219,-0.611276,49.14968,28.83362,-20.4785,23.16725,31.85569,-38.04376,-1.011878,1.006805,-0.1202343,0.220287,-5.090569,0.0,-0.2770482,1.012183,-0.2356023,-3.584029,-2.889582,-0.09065409
27150.0,-0.7579983,0.6012908,-0.5574806,15.25322,10.53032,26.70592,-0.7990267,0.9338378,-0.6227735,-2.396616,-0.5593025,2.498419,-0.7961834,1.233785,-0.6129223,-2.919468,0.188844,17.4706,-0.8263255,0.5982352,-0.5204082,55.58863,24.75014,2.681756,-0.8026222,0.4871235,-0.1213506,80.09541,-2.018844,1.221413,-0.8059593,0.07325903,-0.1620657,6.477899,-2.137137,-6.513189,-0.6896712,0.6043463,-0.5945532,8.965434,37.53328,39.71847,-0.3856107,0.3221103,-0.5878598,72.29497,39.09515,-22.74343,-0.4752581,0.07344684,-0.9089245,48.96634,28.55366,21.67126,-0.864608,1.052957,-0.5964495,-0.9924971,1.070264,-0.604012,50.769,13.13509,-32.61802,44.09454,-8.53e-05,-61.77669,-0.7295098,1.051886,-0.6023949,-0.6018995,1.033199,-0.6112695,49.14708,28.83383,-20.48754,23.16662,31.86944,-38.05379,-1.011893,1.006779,-0.1202548,0.220287,-5.087642,0.0,-0.2770361,1.012152,-0.2356253,-3.585722,-2.880845,-0.09065409
27167.0,-0.7580032,0.6012874,-0.5574789,15.25509,10.52951,26.70524,-0.7990245,0.9338332,-0.6227666,-2.399554,-0.5604674,2.497635,-0.7961637,1.23378,-0.61291,-2.930711,0.1770576,17.47575,-0.826331,0.5982338,-0.5204073,55.58707,24.74978,2.682194,-0.8026332,0.4871239,-0.1213489,80.09573,-2.02105,1.223014,-0.8059592,0.07325938,-0.1620653,6.476627,-2.138513,-6.510328,-0.6896755,0.6043411,-0.5945505,8.964448,37.53991,39.72567,-0.3855942,0.322127,-0.5878779,72.29491,39.09689,-22.73993,-0.4752589,0.07344642,-0.9089245,48.95991,28.55788,21.68328,-0.8646037,1.052952,-0.5964375,-0.9924921,1.070266,-0.6039973,50.76144,13.14836,-32.62925,44.0998,-8.83e-05,-61.79022,-0.7295054,1.051879,-0.6023809,-0.6018966,1.033182,-0.6112579,49.15158,28.83119,-20.47812,23.18622,31.87601,-38.04419,-1.011918,1.00672,-0.1202585,0.2229358,-5.094431,0.0,-0.2770295,1.012131,-0.235648,-3.58452,-2.872636,-0.09065409
27183.0,-0.7580053,0.6012843,-0.5574772,15.25507,10.52854,26.70459,-0.7990199,0.9338309,-0.6227577,-2.401755,-0.5614627,2.496773,-0.7961463,1.233777,-0.6128914,-2.932848,0.1689049,17.48151,-0.8263336,0.5982315,-0.5204067,55.58759,24.74963,2.683142,-0.802642,0.4871234,-0.1213474,80.09589,-2.021827,1.224293,-0.8059589,0.07325882,-0.1620638,6.475537,-2.139216,-6.507858,-0.6896769,0.6043372,-0.5945477,8.964688,37.54581,39.73381,-0.3855757,0.3221441,-0.5878963,72.29492,39.09878,-22.73833,-0.4752597,0.07344635,-0.9089242,48.95451,28.56031,21.69357,-0.8645973,1.05295,-0.5964248,-0.9924848,1.070268,-0.6039886,50.75455,13.15405,-32.64325,44.09947,-3.44e-05,-61.79993,-0.729499,1.051874,-0.6023666,-0.6018922,1.033167,-0.6112492,49.16428,28.82225,-20.45669,23.21097,31.87876,-38.02295,-1.011923,1.006643,-0.12026,0.2349025,-5.097555,0.0,-0.2770219,1.012116,-0.2356735,-3.585667,-2.869298,-0.08846933
27200.0,-0.7580032,0.6012818,-0.5574746,15.25566,10.52771,26.70343,-0.7990056,0.9338285,-0.6227515,-2.403466,-0.5641614,2.494812,-0.7961116,1.233774,-0.6128747,-2.931513,0.1623861,17.49047,-0.8263325,0.5982298,-0.5204056,55.58739,24.74923,2.683288,-0.8026482,0.4871228,-0.1213455,80.09607,-2.022856,1.22621,-0.8059589,0.07325822,-0.1620625,6.475023,-2.140248,-6.504272,-0.689674,0.6043338,-0.5945435,8.963462,37.55199,39.74168,-0.3855539,0.3221605,-0.5879161,72.29517,39.09947,-22.73749,-0.4752599,0.07344663,-0.9089254,48.95035,28.56312,21.70263,-0.864578,1.05295,-0.5964172,-0.9924639,1.070277,-0.6039867,50.74495,13.15708,-32.65314,44.0938,-0.000110569,-61.80033,-0.7294796,1.051868,-0.6023546,-0.6018748,1.033148,-0.611239,49.17891,28.81679,-20.44499,23.2171,31.88718,-38.00444,-1.011936,1.006567,-0.1202608,0.2525642,-5.089689,0.0,-0.2769763,1.0121,-0.2357071,-3.565681,-2.869968,-0.08622923
27217.0,-0.7579984,0.6012797,-0.5574715,15.25733,10.52788,26.70161,-0.7989943,0.9338247,-0.6227463,-2.405501,-0.5656956,2.492065,-0.7960919,1.23377,-0.6128567,-2.929175,0.1622024,17.49969,-0.8263288,0.5982278,-0.5204045,55.58614,24.74885,2.681975,-0.802653,0.4871222,-0.1213435,80.09632,-2.024638,1.227326,-0.8059589,0.07325771,-0.1620612,6.473751,-2.139862,-6.502372,-0.6896681,0.6043316,-0.5945386,8.960107,37.55776,39.74738,-0.3855302,0.3221769,-0.5879365,72.29612,39.0972,-22.74131,-0.47526,0.07344745,-0.908927,48.9501,28.56256,21.7066,-0.8645645,1.052947,-0.5964109,-0.9924485,1.070289,-0.6039778,50.73978,13.16213,-32.65886,44.08466,-8.15e-05,-61.79875,-0.7294658,1.051861,-0.6023421,-0.6018639,1.033123,-0.6112277,49.18362,28.81584,-20.45328,23.20768,31.90354,-38.0015,-1.011965,1.006493,-0.1202493,0.2594432,-5.088778,0.0,-0.2769354,1.01206,-0.235738,-3.553524,-2.868276,-0.08846933
27233.0,-0.7579912,0.6012772,-0.5574677,15.25792,10.52801,26.69884,-0.7989815,0.9338219,-0.6227332,-2.408916,-0.5668061,2.489865,-0.7960767,1.233766,-0.6128289,-2.932514,0.1660938,17.50501,-0.8263232,0.5982244,-0.5204037,55.58649,24.74792,2.679127,-0.8026569,0.4871215,-0.1213415,80.09673,-2.026648,1.228601,-0.8059586,0.07325697,-0.1620598,6.472448,-2.139899,-6.500381,-0.6896592,0.6043301,-0.5945317,8.956401,37.56321,39.75666,-0.3855048,0.3221927,-0.5879566,72.29651,39.09647,-22.73993,-0.4752601,0.07344781,-0.908928,48.94635,28.56554,21.71586,-0.8645503,1.052944,-0.5963932,-0.9924331,1.070297,-0.603956,50.73858,13.16477,-32.6609,44.07126,-0.000134646,-61.78797,-0.7294514,1.051856,-0.6023194,-0.6018507,1.033108,-0.6112039,49.17709,28.81861,-20.46517,23.19938,31.92059,-38.01755,-1.011994,1.006421,-0.1202165,0.2639296,-5.084138,0.0,-0.2768958,1.012019,-0.2357563,-3.541658,-2.861153,-0.08846933
27250.0,-0.7579811,0.601275,-0.5574621,15.25971,10.52911,26.69393,-0.7989663,0.9338172,-0.6227211,-2.412489,-0.5682634,2.489314,-0.7960542,1.233761,-0.6128009,-2.93565,0.1666555,17.50745,-0.8263157,0.59822,-0.5204033,55.58618,24.74563,2.67591,-0.8026591,0.4871209,-0.1213394,80.09736,-2.027243,1.229556,-0.805958,0.07325649,-0.1620585,6.472357,-2.141944,-6.497907,-0.6896464,0.6043301,-0.5945209,8.94907,37.56817,39.77187,-0.3854786,0.3222064,-0.5879735,72.29586,39.09883,-22.73892,-0.4752611,0.07344753,-0.9089264,48.94101,28.56626,21.72602,-0.8645322,1.05294,-0.5963743,-0.9924151,1.070295,-0.6039283,50.7383,13.16717,-32.65999,44.06229,-7.3e-05,-61.77236,-0.7294332,1.051848,-0.6022991,-0.6018333,1.033098,-0.6111885,49.17143,28.81561,-20.46426,23.20659,31.93858,-38.03042,-1.011993,1.006371,-0.1201802,0.2548778,-5.071474,0.0,-0.2768524,1.011973,-0.2358014,-3.559415,-2.853059,-0.08846933
27267.0,-0.7579693,0.6012735,-0.5574551,15.26272,10.53055,26.68935,-0.7989497,0.9338119,-0.622713,-2.415327,-0.5698968,2.489314,-0.796031,1.233755,-0.6127792,-2.936783,0.1688467,17.50631,-0.8263063,0.5982168,-0.5204009,55.58417,24.74383,2.672616,-0.8026608,0.4871202,-0.1213357,80.0981,-2.028464,1.229556,-0.8059578,0.07325608,-0.1620578,6.47163,-2.142065,-6.496579,-0.6896322,0.6043302,-0.5945092,8.940658,37.57341,39.78724,-0.3854511,0.3222202,-0.5879914,72.29485,39.10161,-22.73815,-0.4752618,0.07344666,-0.9089252,48.93569,28.56682,21.73644,-0.8645121,1.052935,-0.5963601,-0.9923949,1.070293,-0.6039091,50.73523,13.16641,-32.6531,44.0656,-4.04e-05,-61.76994,-0.7294132,1.05184,-0.6022854,-0.6018152,1.033081,-0.6111847,49.17986,28.80444,-20.45549,23.21715,31.95638,-38.03024,-1.011973,1.006329,-0.1201721,0.234068,-5.064402,0.0,-0.2768128,1.011935,-0.2358563,-3.566284,-2.849603,-0.08846933
27283.0,-0.7579564,0.6012731,-0.5574469,15.26348,10.53047,26.68658,-0.7989321,0.9338108,-0.622704,-2.41638,-0.5706784,2.487112,-0.796012,1.233754,-0.6127676,-2.939715,0.1719157,17.50316,-0.8262951,0.5982158,-0.5203959,55.58401,24.74301,2.671444,-0.8026609,0.4871196,-0.1213298,80.09892,-2.028678,1.228442,-0.8059584,0.07325602,-0.1620573,6.471993,-2.141047,-6.496338,-0.6896176,0.6043304,-0.5944979,8.936152,37.57896,39.80009,-0.3854224,0.3222349,-0.5880099,72.29415,39.1036,-22.73715,-0.4752617,0.07344599,-0.9089236,48.93089,28.57001,21.74746,-0.8644937,1.052934,-0.5963514,-0.9923764,1.070293,-0.6039023,50.72915,13.16636,-32.65369,44.0721,-7.45e-05,-61.7805,-0.7293947,1.051837,-0.6022718,-0.6017991,1.033066,-0.611181,49.19314,28.79751,-20.44779,23.22084,31.96651,-38.02123,-1.011949,1.006273,-0.1201838,0.2315465,-5.064792,0.0,-0.2767602,1.011903,-0.2359053,-3.55815,-2.846465,-0.08846933
27300.0,-0.757943,0.6012733,-0.5574374,15.26357,10.52992,26.68596,-0.7989146,0.9338114,-0.6226957,-2.416137,-0.5713575,2.485537,-0.7959899,1.233755,-0.6127643,-2.944239,0.170864,17.49579,-0.8262823,0.5982164,-0.5203872,55.58376,24.74385,2.673495,-0.80266,0.4871188,-0.1213208,80.10001,-2.027194,1.228282,-0.8059592,0.07325613,-0.1620576,6.472872,-2.140854,-6.495855,-0.6896038,0.6043302,-0.5944876,8.934152,37.58431,39.80682,-0.3853942,0.3222496,-0.5880288,72.29421,39.10237,-22.73668,-0.4752608,0.07344517,-0.9089229,48.92522,28.57118,21.75708,-0.8644754,1.052936,-0.5963454,-0.9923572,1.070301,-0.6038972,50.72641,13.16967,-32.6565,44.07885,-8.95e-05,-61.80269,-0.7293761,1.051837,-0.602262,-0.6017816,1.033062,-0.6111786,49.20216,28.79152,-20.43946,23.22726,31.97396,-38.01096,-1.011935,1.00624,-0.120196,0.2246844,-5.066226,0.0,-0.2767211,1.011874,-0.2359415,-3.550768,-2.843624,-0.08622923
27317.0,-0.7579303,0.6012734,-0.557427,15.26341,10.53014,26.68592,-0.7989042,0.9338115,-0.6226847,-2.416218,-0.5708465,2.485301,-0.7959777,1.233755,-0.612754,-2.945503,0.1659134,17.48684,-0.8262696,0.5982162,-0.5203769,55.58354,24.74548,2.674666,-0.8026587,0.4871171,-0.1213103,80.10126,-2.025883,1.227007,-0.8059594,0.07325548,-0.1620574,6.474538,-2.140543,-6.49513,-0.6895911,0.6043307,-0.5944772,8.932348,37.589,39.81321,-0.385366,0.322266,-0.588048,72.29432,39.10098,-22.7361,-0.4752609,0.07344441,-0.9089209,48.91833,28.57194,21.76801,-0.8644661,1.052935,-0.5963346,-0.9923475,1.070306,-0.6038808,50.73033,13.17523,-32.65869,44.07798,-9.6e-05,-61.81091,-0.7293668,1.051838,-0.6022504,-0.6017724,1.033065,-0.6111722,49.20101,28.79021,-20.43743,23.23038,31.98447,-38.01634,-1.011939,1.006226,-0.1201811,0.2255535,-5.065374,0.0,-0.2766798,1.011862,-0.2359836,-3.55859,-2.841213,-0.08622923
27333.0,-0.7579187,0.6012734,-0.557416,15.26384,10.53009,26.68573,-0.7988894,0.9338111,-0.6226667,-2.418647,-0.5715986,2.485931,-0.7959572,1.233754,-0.6127251,-2.94723,0.1640047,17.4793,-0.826258,0.5982164,-0.5203661,55.58278,24.74676,2.677299,-0.8026582,0.4871159,-0.1212992,80.1026,-2.023873,1.226688,-0.80596,0.07325539,-0.1620574,6.476446,-2.140136,-6.494013,-0.6895793,0.6043304,-0.594466,8.93017,37.59413,39.82125,-0.3853392,0.3222813,-0.5880667,72.29388,39.10141,-22.73542,-0.4752613,0.0734435,-0.9089195,48.91333,28.57238,21.77931,-0.8644495,1.052935,-0.5963109,-0.9923308,1.070309,-0.6038499,50.73647,13.18034,-32.65978,44.07395,-7.3e-05,-61.8099,-0.7293503,1.051835,-0.6022283,-0.6017559,1.033065,-0.611153,49.19683,28.789,-20.44016,23.22859,32.00027,-38.028,-1.011938,1.006224,-0.1201446,0.2332305,-5.061663,0.0,-0.2766321,1.01184,-0.2360153,-3.56024,-2.840813,-0.09065409
27350.0,-0.7579086,0.6012735,-0.5574049,15.26476,10.53014,26.68504,-0.7988734,0.9338103,-0.6226543,-2.419779,-0.5732207,2.485774,-0.7959359,1.233753,-0.6127073,-2.947761,0.1674696,17.47614,-0.8262484,0.5982167,-0.5203557,55.58153,24.74763,2.678834,-0.8026597,0.4871147,-0.1212886,80.10382,-2.022995,1.227167,-0.8059608,0.07325512,-0.1620573,6.477475,-2.139011,-6.492352,-0.6895689,0.6043302,-0.5944542,8.927046,37.59915,39.83436,-0.3853152,0.3222952,-0.5880839,72.292,39.10662,-22.73297,-0.4752624,0.073443,-0.9089184,48.90677,28.57704,21.79171,-0.8644302,1.052935,-0.5962963,-0.9923111,1.070315,-0.6038305,50.73578,13.18398,-32.6603,44.07111,-6.93e-05,-61.80795,-0.729331,1.051832,-0.6022136,-0.6017375,1.033056,-0.6111403,49.19734,28.78526,-20.44586,23.22183,32.01978,-38.03725,-1.011934,1.00621,-0.1201237,0.2422834,-5.0587,0.0,-0.2765894,1.011805,-0.2360488,-3.543537,-2.83791,-0.08622923
27367.0,-0.7579003,0.6012735,-0.5573944,15.26581,10.53056,26.68403,-0.7988611,0.9338091,-0.6226439,-2.420588,-0.5744628,2.485143,-0.7959222,1.233751,-0.6126958,-2.950748,0.1730701,17.47447,-0.8262405,0.5982165,-0.5203461,55.58038,24.74837,2.678981,-0.8026624,0.4871137,-0.1212785,80.10504,-2.023147,1.227485,-0.8059611,0.07325512,-0.1620569,6.478292,-2.139048,-6.489905,-0.6895601,0.6043305,-0.5944427,8.923546,37.60394,39.84099,-0.3852925,0.3223097,-0.5881008,72.29163,39.10546,-22.73238,-0.4752629,0.07344288,-0.9089174,48.90327,28.57782,21.79979,-0.8644155,1.052935,-0.5962848,-0.9922952,1.070324,-0.6038167,50.73419,13.18752,-32.66237,44.07633,-0.000103115,-61.80486,-0.7293163,1.051829,-0.6022009,-0.6017243,1.033045,-0.6111317,49.20008,28.78111,-20.44969,23.21552,32.03465,-38.04165,-1.011917,1.006202,-0.120121,0.2406627,-5.056009,0.0,-0.2765539,1.011759,-0.2360778,-3.539667,-2.838299,-0.08846933
27383.0,-0.7578933,0.6012732,-0.5573839,15.26721,10.53087,26.68346,-0.7988474,0.9338073,-0.6226349,-2.421235,-0.5765046,2.484277,-0.7959021,1.233749,-0.6126847,-2.952406,0.1778081,17.47202,-0.8262339,0.5982165,-0.5203361,55.57861,24.74937,2.678907,-0.8026665,0.4871125,-0.1212682,80.10623,-2.024417,1.228442,-0.8059611,0.07325491,-0.1620569,6.480834,-2.139134,-6.485916,-0.6895528,0.6043298,-0.5944317,8.920221,37.60888,39.84657,-0.3852714,0.3223234,-0.5881179,72.29121,39.10412,-22.73207,-0.4752638,0.07344207,-0.9089172,48.89881,28.57959,21.8092,-0.8643978,1.052935,-0.5962753,-0.9922767,1.070331,-0.6038074,50.73386,13.18825,-32.6633,44.08167,-6.72e-05,-61.80728,-0.7292986,1.051825,-0.6021894,-0.6017075,1.033036,-0.6111252,49.20301,28.77549,-20.4419,23.22244,32.04266,-38.03477,-1.011891,1.006204,-0.1201214,0.23239,-5.058697,0.0,-0.2765239,1.011713,-0.2361049,-3.535959,-2.834019,-0.08622923
27400.0,-0.7578884,0.6012737,-0.5573739,15.26815,10.53069,26.68333,-0.798833,0.933807,-0.6226227,-2.422689,-0.5790037,2.483962,-0.7958764,1.233749,-0.6126681,-2.955587,0.1798619,17.4687,-0.8262291,0.5982178,-0.5203263,55.57715,24.75049,2.679492,-0.8026722,0.4871114,-0.1212585,80.10723,-2.025717,1.228442,-0.8059612,0.0732547,-0.1620573,6.482922,-2.139035,-6.483587,-0.6895478,0.6043296,-0.5944216,8.91815,37.61457,39.85209,-0.3852495,0.3223407,-0.588137,72.29079,39.10271,-22.73208,-0.4752645,0.07344191,-0.9089164,48.89375,28.57996,21.81883,-0.8643784,1.052937,-0.5962605,-0.9922571,1.070335,-0.6037888,50.74306,13.18433,-32.66151,44.07692,-0.000113003,-61.80564,-0.7292792,1.051821,-0.6021739,-0.6016892,1.033029,-0.6111163,49.20655,28.76813,-20.4351,23.23061,32.05549,-38.03184,-1.01185,1.006217,-0.1200924,0.2406627,-5.058956,0.0,-0.2764915,1.011665,-0.2361394,-3.534298,-2.826751,-0.08392937
27417.0,-0.7578865,0.601275,-0.5573648,15.26868,10.52955,26.68411,-0.7988232,0.9338086,-0.6226103,-2.423982,-0.5804921,2.484198,-0.7958576,1.23375,-0.6126541,-2.961674,0.1786617,17.46497,-0.8262269,0.5982211,-0.5203165,55.57569,24.75189,2.684236,-0.8026806,0.4871106,-0.1212493,80.10789,-2.024521,1.228601,-0.805961,0.07325476,-0.1620578,6.484585,-2.140191,-6.482287,-0.689546,0.6043289,-0.594413,8.917909,37.62125,39.85855,-0.3852284,0.3223602,-0.5881582,72.28984,39.10327,-22.73314,-0.4752649,0.07344195,-0.9089164,48.8892,28.58128,21.82741,-0.8643653,1.05294,-0.5962448,-0.9922442,1.070338,-0.6037703,50.7524,13.1766,-32.65571,44.07493,-4.53e-05,-61.79511,-0.7292662,1.05182,-0.6021593,-0.6016771,1.033024,-0.6111064,49.20683,28.7611,-20.43403,23.23302,32.07085,-38.03492,-1.011802,1.006243,-0.1200658,0.2454926,-5.052963,0.0,-0.2764715,1.01162,-0.2361655,-3.531194,-2.82273,-0.08622923
