Timestamp,RightWrist_flexion,RightWrist_adduction,RightWrist_flexion_velocity,RightWrist_adduction_velocity,LeftWrist_flexion,LeftWrist_adduction,LeftWrist_flexion_velocity,LeftWrist_adduction_velocity,steer_proxy,steer_label
36333,7.19012,8.384748,3.1932,0.1419289,-2.597064,-3.588741,1.279235,-2.138376,14.667364849999998,turn_right
36350,7.210092,8.385847,1.198246,0.06597003,-2.579292,-3.593132,1.066277,-0.2634367,14.681674950000001,turn_right
36367,7.233862,8.418367,1.42608,1.951065,-2.589365,-3.580295,-0.6043582,0.7701129,14.708069949999999,turn_right
36383,7.245217,8.399637,0.6814305,-1.123985,-2.588685,-3.603574,0.04083318,-1.396955,14.71039945,turn_right
36400,7.245407,8.394574,0.01135737,-0.3037597,-2.594123,-3.621575,-0.3262885,-1.079937,14.70901355,turn_right
36417,7.29603,8.418381,3.037139,1.428283,-2.602485,-3.644943,-0.5016698,-1.401963,14.75159175,turn_right
36433,7.269818,8.39372,-1.57295,-1.479895,-2.613668,-3.643865,-0.6710576,0.06464061,14.72584505,turn_right
36450,7.269359,8.389184,-0.0275495,-0.2721193,-2.632398,-3.680758,-1.123751,-2.213415,14.72416295,turn_right
36467,7.274701,8.390907,0.3204954,0.1033893,-2.641899,-3.700983,-0.5699857,-1.213365,14.728419249999998,turn_right
36483,7.305086,8.385448,1.823415,-0.3275811,-2.65203,-3.697957,-0.6079623,0.1815746,14.74805105,turn_right
36500,7.326542,8.383308,1.287245,-0.1283927,-2.651809,-3.688034,0.01328841,0.5953181,14.76242825,turn_right
36517,7.342272,8.377969,0.9437205,-0.3203523,-2.663739,-3.702396,-0.7158006,-0.8616156,14.77183755,turn_right
36533,7.349056,8.397149,0.4071013,1.150998,-2.669172,-3.704894,-0.325993,-0.1499124,14.78234035,turn_right
36550,7.382461,8.375615,2.004133,-1.291937,-2.659253,-3.706724,0.5950606,-0.1098261,14.79926365,turn_right
36567,7.386472,8.383286,0.2406791,0.4601882,-2.668292,-3.709984,-0.5422502,-0.1955643,14.80437265,turn_right
36583,7.392553,8.386141,0.3648947,0.1713448,-2.673056,-3.713632,-0.2858895,-0.2189025,14.80948585,turn_right
36600,7.413518,8.373492,1.257808,-0.7588556,-2.679857,-3.72681,-0.4080644,-0.7905962,14.82036665,turn_right
36617,7.391491,8.387825,-1.321489,0.8598991,-2.685038,-3.736728,-0.3108259,-0.5950749,14.80924765,turn_right
36633,7.419286,8.360333,1.667951,-1.649752,-2.693699,-3.77101,-0.5197574,-2.057225,14.82045655,turn_right
36650,7.449665,8.373001,1.822587,0.76,-2.715124,-3.760721,-1.285357,0.6172604,14.845522250000002,turn_right
36667,7.467108,8.375932,1.04648,0.1758247,-2.721173,-3.769472,-0.362921,-0.524971,14.85861165,turn_right
36683,7.459799,8.356694,-0.4386061,-1.154431,-2.716709,-3.776968,0.2678479,-0.4498374,14.847723949999999,turn_right
36700,7.484563,8.379681,1.485756,1.379077,-2.713681,-3.779713,0.1816608,-0.1646819,14.871954849999998,turn_right
36717,7.508201,8.391855,1.418127,0.7304193,-2.708266,-3.801018,0.324901,-1.278205,14.892153650000001,turn_right
36733,7.497949,8.379447,-0.6152161,-0.7446117,-2.717574,-3.809642,-0.5585446,-0.5175541,14.881254850000001,turn_right
36750,7.520109,8.365786,1.329528,-0.8196191,-2.732729,-3.807814,-0.9092765,0.1096831,14.89266855,turn_right
36767,7.536895,8.361082,1.007087,-0.2821892,-2.751148,-3.784739,-1.105027,1.384427,14.90300755,turn_right
36783,7.529393,8.388873,-0.4501951,1.667722,-2.746519,-3.804991,0.2777629,-1.215366,14.90609345,turn_right
36800,7.524674,8.355025,-0.2831047,-2.03071,-2.77608,-3.781005,-1.77351,1.439082,14.89263575,turn_right
36817,7.516507,8.368607,-0.4899977,0.8148129,-2.791199,-3.790246,-0.9070737,-0.5544229,14.89099345,turn_right
36833,7.562264,8.35986,2.745867,-0.5248508,-2.793512,-3.806923,-0.1388099,-1.000799,14.92039925,turn_right
36850,7.558164,8.346677,-0.2460288,-0.7909538,-2.793372,-3.796296,0.008396447,0.6375864,14.913574349999998,turn_right
36867,7.534629,8.358225,-1.411948,0.6928284,-2.794773,-3.803819,-0.08405029,-0.4513197,14.900564249999999,turn_right
36883,7.566078,8.328081,1.887225,-1.808907,-2.794773,-3.800545,0.0,0.1964256,14.91353535,turn_right
36900,7.576368,8.342079,0.6173319,0.8398163,-2.798623,-3.792289,-0.2309666,0.4953617,14.92493775,turn_right
36917,7.583436,8.336976,0.4240563,-0.3061627,-2.792041,-3.792035,0.3949191,0.01524806,14.92835445,turn_right
36933,7.652912,8.355522,4.169219,1.11294,-2.800092,-3.795158,-0.4831306,-0.1874406,14.982551449999999,turn_right
36950,7.636611,8.315512,-0.9779929,-2.40044,-2.802817,-3.800349,-0.1634947,-0.311398,14.95913775,turn_right
36967,7.66429,8.323284,1.660637,0.4663103,-2.801978,-3.837339,0.05029285,-2.21928,14.980844649999998,turn_right
36983,7.665186,8.319115,0.05373841,-0.2502069,-2.811672,-3.846276,-0.5817369,-0.5362967,14.980221149999998,turn_right
37000,7.654143,8.312741,-0.662504,-0.3823745,-2.819806,-3.837348,-0.4879809,0.5356418,14.970578849999999,turn_right
37017,7.685182,8.280909,1.86218,-1.909812,-2.823067,-3.835926,-0.1956358,0.08532334,14.982756549999998,turn_right
37033,7.692304,8.33805,0.4273606,3.429014,-2.832274,-3.841059,-0.5525069,-0.3080086,15.00488425,turn_right
37050,7.68181,8.301961,-0.6295475,-2.165168,-2.841727,-3.84098,-0.5671392,0.004748927,14.986711750000001,turn_right
37067,7.652784,8.260721,-1.741454,-2.474191,-2.842967,-3.831454,-0.07436648,0.5715162,14.95402155,turn_right
37083,7.645524,8.293083,-0.4356874,1.942022,-2.854991,-3.829553,-0.7215626,0.1140725,14.958648149999998,turn_right
37100,7.658834,8.26239,0.7985635,-1.841439,-2.855402,-3.816843,-0.0246744,0.7625032,14.958757249999998,turn_right
37117,7.665391,8.262842,0.3933885,0.02712038,-2.865394,-3.815403,-0.5994519,0.08642475,14.963482749999999,turn_right
37133,7.711237,8.295215,2.751218,1.942652,-2.859102,-3.799115,0.3775853,0.9774352,15.005286850000001,turn_right
37150,7.716529,8.275453,0.3174915,-1.18563,-2.852315,-3.773934,0.4071347,1.510745,15.00306265,turn_right
37167,7.70207,8.290339,-0.8675088,0.8930843,-2.858965,-3.768847,-0.3989242,0.3051472,14.99740715,turn_right
37183,7.741491,8.274405,2.365634,-0.9561889,-2.854305,-3.757396,0.2796229,0.6872106,15.02022165,turn_right
37200,7.745597,8.296334,0.2463434,1.315682,-2.848264,-3.762886,0.3624633,-0.3294067,15.02967455,turn_right
37217,7.737079,8.291957,-0.5110532,-0.2626214,-2.86471,-3.756027,-0.9867327,0.4115117,15.022398849999998,turn_right
37233,7.756232,8.305399,1.149395,0.8066484,-2.866965,-3.756088,-0.135276,-0.003676989,15.039838549999999,turn_right
37250,7.783135,8.305221,1.614063,-0.01069939,-2.8643,-3.748403,0.1598472,0.461075,15.05861725,turn_right
37267,7.7765,8.292257,-0.3980802,-0.777737,-2.864437,-3.741493,-0.008210494,0.4145584,15.05008355,turn_right
37283,7.803032,8.281027,1.592151,-0.6739334,-2.850462,-3.732153,0.8386396,0.560519,15.065286949999999,turn_right
37300,7.783615,8.270165,-1.164946,-0.6516329,-2.855402,-3.731825,-0.2963788,0.01965369,15.04843645,turn_right
37317,7.820219,8.265834,2.196064,-0.259875,-2.858143,-3.725166,-0.1644388,0.3995393,15.072759949999998,turn_right
37333,7.813992,8.268948,-0.3736794,0.186854,-2.842416,-3.720592,0.9437701,0.2744722,15.069335249999998,turn_right
37350,7.850904,8.221187,2.214602,-2.865434,-2.86348,-3.718755,-1.263758,0.1101837,15.08084535,turn_right
37367,7.861174,8.249969,0.6161304,1.726836,-2.876712,-3.720359,-0.7938432,-0.09620868,15.096668949999998,turn_right
37383,7.873898,8.24105,0.7635261,-0.5352666,-2.881471,-3.720052,-0.2856033,0.01845648,15.102900049999999,turn_right
37400,7.889712,8.287382,0.9488127,2.779724,-2.889544,-3.724945,-0.4843333,-0.2935895,15.127869449999999,turn_right
37417,7.903757,8.262338,0.8425913,-1.502549,-2.90205,-3.735157,-0.7502876,-0.6126688,15.130187750000001,turn_right
37433,7.952582,8.309958,2.930002,2.857693,-2.9192,-3.739525,-1.029171,-0.262125,15.178651249999998,turn_right
37450,7.920874,8.259218,-1.902346,-3.044177,-2.933582,-3.741398,-0.86286,-0.1123722,15.14123365,turn_right
37467,7.911526,8.301312,-0.5608311,2.525456,-2.938915,-3.745491,-0.3199804,-0.245571,15.147318249999998,turn_right
37483,7.90013,8.280395,-0.6838914,-1.25527,-2.96359,-3.752654,-1.480725,-0.42985,15.133065949999999,turn_right
37500,7.900254,8.279392,0.007438079,-0.060134,-2.981437,-3.756524,-1.07074,-0.2321825,15.132851849999998,turn_right
37517,7.919982,8.270824,1.183599,-0.5140284,-2.991925,-3.75543,-0.6291756,0.06565535,15.14409105,turn_right
37533,7.89491,8.274318,-1.504561,0.2096313,-2.996174,-3.761669,-0.2550285,-0.3743804,15.127588849999999,turn_right
37550,7.896203,8.287512,0.07755627,0.7915832,-2.998721,-3.761054,-0.1528096,0.0368614,15.132452149999999,turn_right
37567,7.892647,8.273263,-0.2133012,-0.8548641,-2.992775,-3.756672,0.356756,0.2628932,15.12568825,turn_right
37583,7.901645,8.287588,0.5399594,0.8596429,-2.991597,-3.755077,0.07067831,0.09573048,15.13628435,turn_right
37600,7.914032,8.280098,0.7431499,-0.4493744,-2.99624,-3.756478,-0.2785274,-0.08402168,15.142708249999998,turn_right
37617,7.944927,8.255385,1.853541,-1.482638,-2.989175,-3.757862,0.4238417,-0.0830347,15.156920849999999,turn_right
37633,7.95394,8.298003,0.5408751,2.557467,-2.991467,-3.768147,-0.1375079,-0.6171905,15.17601535,turn_right
37650,7.938945,8.284975,-0.8996356,-0.7816277,-2.992055,-3.7642,-0.03533087,0.2367741,15.161610450000001,turn_right
37667,7.956086,8.258482,1.0284,-1.58946,-3.01675,-3.791285,-1.481565,-1.624977,15.16566125,turn_right
37683,7.959836,8.269361,0.225026,0.6528158,-3.004265,-3.815331,0.7492187,-1.442996,15.17154995,turn_right
37700,7.986352,8.262475,1.590862,-0.4130994,-3.032994,-3.799611,-1.723617,0.9431627,15.18804535,turn_right
37717,7.963904,8.25591,-1.346779,-0.3938749,-3.045811,-3.804729,-0.7689543,-0.3070639,15.17036225,turn_right
37733,7.984533,8.264008,1.237901,0.4859349,-3.058959,-3.804985,-0.7889931,-0.01539471,15.187231950000001,turn_right
37750,8.002362,8.234834,1.069682,-1.750294,-3.070457,-3.805924,-0.6898103,-0.05630053,15.190960049999997,turn_right
37767,8.010062,8.24789,0.4619619,0.7833441,-3.092185,-3.811826,-1.303581,-0.3540812,15.200266849999998,turn_right
37783,8.01719,8.277267,0.4277326,1.762837,-3.122551,-3.82608,-1.82227,-0.8554221,15.214069549999998,turn_right
37800,8.030549,8.282549,0.8014815,0.3169194,-3.13494,-3.83646,-0.7432929,-0.6227102,15.225005450000001,turn_right
37817,8.025389,8.283898,-0.3095957,0.08096062,-3.142176,-3.841738,-0.4340977,-0.3167048,15.221798150000001,turn_right
37833,8.030793,8.282153,0.324319,-0.1047298,-3.17632,-3.860677,-2.048956,-1.136461,15.225057449999998,turn_right
37850,8.035753,8.29261,0.2975804,0.6273733,-3.196778,-3.867254,-1.227412,-0.3946187,15.23166655,turn_right
37867,8.045618,8.296862,0.5918422,0.2550689,-3.214123,-3.838283,-1.04063,1.738136,15.239847649999998,turn_right
37883,8.045349,8.297764,-0.01613869,0.05413901,-3.217228,-3.872892,-0.1863246,-2.076869,15.23992995,turn_right
37900,8.04691,8.292625,0.09366257,-0.3082798,-3.245944,-3.88072,-1.722802,-0.4696575,15.23948095,turn_right
37917,8.052934,8.284125,0.3613762,-0.5099661,-3.2557,-3.889706,-0.5853196,-0.5391033,15.24114775,turn_right
37933,8.081213,8.261979,1.697023,-1.328981,-3.259606,-3.889112,-0.2344116,0.03563961,15.254299249999999,turn_right
37950,8.122794,8.284911,2.494674,1.375816,-3.275962,-3.896705,-0.9812685,-0.4555251,15.29028555,turn_right
37967,8.102951,8.264907,-1.190493,-1.200163,-3.302034,-3.906801,-1.564214,-0.6057028,15.270394249999999,turn_right
37983,8.110579,8.265742,0.457778,0.05013296,-3.3063,-3.906623,-0.2560014,0.01063036,15.275984349999998,turn_right
38000,8.115782,8.244236,0.3121132,-1.290278,-3.313162,-3.906413,-0.411669,0.01263043,15.273174649999998,turn_right
38017,8.120159,8.300365,0.2626214,3.367504,-3.320835,-3.895339,-0.4603598,0.6643921,15.29307725,turn_right
38033,8.111257,8.282302,-0.5342364,-1.083982,-3.32543,-3.886539,-0.2757456,0.5280843,15.28142695,turn_right
38050,8.13178,8.284372,1.231288,0.1242159,-3.332958,-3.883488,-0.4516058,0.1830196,15.29641405,turn_right
38067,8.120884,8.299599,-0.6536927,0.9135105,-3.344393,-3.872733,-0.6860483,0.6452533,15.293354950000001,turn_right
38083,8.132626,8.303197,0.7046084,0.2159265,-3.359404,-3.871183,-0.9008051,0.09299777,15.302653750000001,turn_right
38100,8.127819,8.301453,-0.2883686,-0.104648,-3.374871,-3.867701,-0.9279289,0.2089242,15.29876565,turn_right
38117,8.123035,8.300841,-0.2869954,-0.03667545,-3.391883,-3.868609,-1.02069,-0.05446962,15.295233249999999,turn_right
38133,8.13861,8.322511,0.9346133,1.300366,-3.397881,-3.862365,-0.3599157,0.3747095,15.31263675,turn_right
38150,8.130572,8.300334,-0.4822164,-1.330501,-3.412141,-3.86439,-0.8555221,-0.1214982,15.300357049999999,turn_right
38167,8.160653,8.318617,1.804707,1.096888,-3.422168,-3.868472,-0.6015546,-0.244913,15.32689865,turn_right
38183,8.160582,8.319228,-0.004292205,0.03668405,-3.448044,-3.873912,-1.552805,-0.3264651,15.327032249999998,turn_right
38200,8.167531,8.303937,0.4169329,-0.9174012,-3.463002,-3.871521,-0.8974328,0.1434405,15.327309249999999,turn_right
38217,8.163948,8.297095,-0.2149605,-0.4104675,-3.476094,-3.876143,-0.7854611,-0.2772687,15.32274855,turn_right
38233,8.181221,8.306687,1.036539,0.5756133,-3.483858,-3.870124,-0.4659189,0.3612177,15.33771725,turn_right
38250,8.172433,8.31494,-0.5272453,0.4951472,-3.49424,-3.868218,-0.622839,0.1143032,15.334041549999998,turn_right
38267,8.189665,8.312182,1.033836,-0.1654686,-3.498999,-3.856897,-0.2855507,0.6792396,15.345276549999998,turn_right
38283,8.206453,8.297336,1.007466,-0.8909473,-3.502187,-3.840976,-0.1913179,0.9554306,15.352574349999998,turn_right
38300,8.224807,8.31162,1.101122,0.8569811,-3.49704,-3.840081,0.308809,0.0536686,15.369707349999999,turn_right
38317,8.225643,8.297235,0.05017842,-0.8629888,-3.512124,-3.812056,-0.9049853,1.681363,15.365977049999998,turn_right
38333,8.227911,8.303473,0.1360915,0.3743375,-3.514744,-3.83727,-0.1571805,-1.513074,15.369436050000001,turn_right
38350,8.247456,8.309856,1.172585,0.3829466,-3.531859,-3.814878,-1.02687,1.343403,15.38503245,turn_right
38367,8.257187,8.302529,0.583832,-0.4395905,-3.551595,-3.849876,-1.184056,-2.099712,15.38964605,turn_right
38383,8.277706,8.308471,1.231348,0.3565392,-3.57451,-3.866823,-1.375108,-1.016981,15.405791950000001,turn_right
38400,8.276355,8.308196,-0.08107506,-0.01647821,-3.590851,-3.869153,-0.9803674,-0.1397644,15.40476375,turn_right
38417,8.318265,8.328382,2.514414,1.211034,-3.614926,-3.843852,-1.444389,1.517926,15.440156550000001,turn_right
38433,8.289108,8.323922,-1.749674,-0.2676047,-3.622339,-3.872774,-0.4448441,-1.735582,15.41840865,turn_right
38450,8.294508,8.287471,0.3239569,-2.186909,-3.614817,-3.865009,0.4512482,0.4658526,15.411253349999999,turn_right
38467,8.302528,8.299131,0.4811865,0.6995799,-3.634588,-3.840417,-1.186159,1.475386,15.42036535,turn_right
38483,8.31007,8.283316,0.4525701,-0.9490924,-3.649105,-3.84478,-0.8711174,-0.2618245,15.420900249999999,turn_right
38500,8.318217,8.307634,0.4887962,1.459008,-3.658269,-3.872966,-0.5498027,-1.691004,15.433898549999999,turn_right
38517,8.335786,8.281352,1.054033,-1.576815,-3.671732,-3.874761,-0.8077181,-0.1076805,15.43831225,turn_right
38533,8.318974,8.299979,-1.008897,1.117805,-3.690137,-3.850023,-1.104513,1.484531,15.432131949999999,turn_right
38550,8.318974,8.296685,0.0,-0.197624,-3.710668,-3.884991,-1.231746,-2.097924,15.43114375,turn_right
38567,8.3244,8.287129,0.325559,-0.5733042,-3.727516,-3.88507,-1.010792,-0.004777535,15.43207515,turn_right
38583,8.362175,8.289163,2.266857,0.1220131,-3.74617,-3.856228,-1.119421,1.730803,15.459127850000002,turn_right
38600,8.350591,8.283457,-0.6950026,-0.3423233,-3.752698,-3.856641,-0.3916577,-0.02474592,15.44930725,turn_right
38617,8.376721,8.301543,1.567718,1.085101,-3.761766,-3.85473,-0.5440525,0.1146465,15.47302405,turn_right
38633,8.394145,8.285353,1.045581,-0.9715835,-3.748731,-3.875185,0.7822687,-1.227485,15.48036385,turn_right
38650,8.391642,8.291046,-0.150192,0.3415795,-3.761298,-3.884661,-0.7539637,-0.5685553,15.480319649999998,turn_right
38667,8.413049,8.299393,1.284327,0.5007544,-3.765096,-3.886671,-0.2278913,-0.1205541,15.49780865,turn_right
38683,8.40331,8.297786,-0.5844266,-0.09643154,-3.773771,-3.890186,-0.5205873,-0.2109762,15.490509249999999,turn_right
38700,8.40373,8.293741,0.02523225,-0.242653,-3.777402,-3.889603,-0.2178213,0.03498758,15.48958975,turn_right
38717,8.416806,8.328286,0.7844884,2.072535,-3.783721,-3.887763,-0.3790988,0.110384,15.509106449999997,turn_right
38733,8.422637,8.305429,0.3499005,-1.371617,-3.796843,-3.887815,-0.7874479,-0.00313331,15.50633105,turn_right
38750,8.441547,8.292529,1.134536,-0.7739607,-3.810537,-3.885877,-0.8215644,0.1163058,15.515698050000001,turn_right
38767,8.460046,8.288303,1.109819,-0.253524,-3.829247,-3.858455,-1.122563,1.645203,15.52737955,turn_right
38783,8.488781,8.293768,1.724379,0.3279245,-3.8498,-3.884221,-1.233365,-1.546195,15.54913355,turn_right
38800,8.468028,8.283921,-1.245077,-0.5907551,-3.880502,-3.882226,-1.841954,0.1196958,15.531652349999998,turn_right
38817,8.481815,8.29407,0.8271716,0.6088926,-3.896616,-3.880619,-0.9667929,0.09636603,15.544347949999999,turn_right
38833,8.485588,8.296983,0.2263995,0.1747786,-3.911964,-3.874651,-0.9210213,0.3581559,15.547862949999999,turn_right
38850,8.510709,8.27857,1.507126,-1.104669,-3.94253,-3.878859,-1.833815,-0.2524799,15.55992375,turn_right
38867,8.524474,8.302755,0.8258556,1.450997,-3.966004,-3.881686,-1.408314,-0.1695882,15.57681475,turn_right
38883,8.520394,8.279158,-0.2448274,-1.416084,-3.985853,-3.887345,-1.191115,-0.3396136,15.56687965,turn_right
38900,8.568962,8.2821,2.913839,0.1765113,-4.004724,-3.858209,-1.132176,1.748063,15.60175985,turn_right
38917,8.55738,8.281821,-0.6948882,-0.01670707,-4.011662,-3.855743,-0.4162177,0.1479319,15.59356875,turn_right
38933,8.555543,8.297263,-0.1102238,0.9266585,-4.014102,-3.848028,-0.14645,0.4629572,15.596915449999997,turn_right
38950,8.526178,8.304845,-1.761737,0.4548671,-4.011369,-3.872052,0.163981,-1.441342,15.57863455,turn_right
38967,8.549412,8.287242,1.393896,-1.056093,-4.029926,-3.841848,-1.113337,1.812102,15.589617449999999,turn_right
38983,8.568595,8.318457,1.151169,1.873176,-4.038033,-3.862827,-0.4865071,-1.258918,15.612410049999998,turn_right
39000,8.554992,8.334924,-0.8161288,0.9879485,-4.04162,-3.860538,-0.2152179,0.1373613,15.607828049999998,turn_right
39017,8.574621,8.364504,1.177677,1.774668,-4.06245,-3.861203,-1.249683,-0.03993676,15.63044235,turn_right
39033,8.562266,8.355646,-0.7414069,-0.5315467,-4.083174,-3.832668,-1.243652,1.712389,15.61913645,turn_right
39050,8.583687,8.382751,1.285128,1.626193,-4.087872,-3.859051,-0.2818173,-1.582852,15.64226265,turn_right
39067,8.60026,8.379719,0.9942995,-0.1819468,-4.101933,-3.83387,-0.8435925,1.510731,15.65295415,turn_right
39083,8.605556,8.393831,0.3178521,0.8468807,-4.10007,-3.860917,0.111769,-1.623083,15.66089495,turn_right
39100,8.604895,8.412992,-0.0397079,1.149584,-4.108181,-3.834236,-0.4866506,1.600732,15.66618055,turn_right
39117,8.627872,8.422072,1.378562,0.5447534,-4.107085,-3.859008,0.06576978,-1.486185,15.684988449999999,turn_right
39133,8.638746,8.435472,0.6525297,0.8041303,-4.124738,-3.870742,-1.059316,-0.7041792,15.696620249999999,turn_right
39150,8.649722,8.420957,0.6584988,-0.8708846,-4.146521,-3.879167,-1.30687,-0.5054461,15.69994895,turn_right
39167,8.657303,8.438473,0.4548099,1.050886,-4.164665,-3.885313,-1.088563,-0.3686998,15.710510450000001,turn_right
39183,8.6477,8.451149,-0.5762429,0.7606932,-4.177248,-3.894639,-0.755142,-0.5596606,15.707591149999999,turn_right
39200,8.659276,8.43854,0.6944877,-0.7564526,-4.195073,-3.884713,-1.069395,0.5954754,15.711911650000001,turn_right
39217,8.699784,8.419075,2.430306,-1.167836,-4.208823,-3.856903,-0.8249115,1.668504,15.734427749999998,turn_right
39233,8.698927,8.426401,-0.05144923,0.4396363,-4.209148,-3.882157,-0.01954384,-1.515506,15.736025649999998,turn_right
39250,8.709962,8.423697,0.6620462,-0.1622645,-4.221229,-3.881627,-0.7247549,0.03179779,15.74293895,turn_right
39267,8.714696,8.427749,0.2840202,0.2431107,-4.240531,-3.877167,-1.15808,0.2675849,15.747468349999998,turn_right
39283,8.708585,8.436424,-0.366726,0.5206159,-4.260161,-3.860947,-1.177953,0.973372,15.74579315,turn_right
39300,8.696261,8.431025,-0.739345,-0.3239569,-4.255377,-3.889327,0.2869954,-1.702662,15.73554665,turn_right
39317,8.706758,8.428454,0.6297764,-0.1541971,-4.275855,-3.858526,-1.22857,1.847876,15.742123249999999,turn_right
39333,8.696487,8.430145,-0.6163607,0.1014677,-4.288204,-3.874819,-0.7410635,-0.9776785,15.73544085,turn_right
39350,8.696826,8.457958,0.02031168,1.668647,-4.308481,-3.855606,-1.216498,1.152688,15.744022049999998,turn_right
39367,8.709352,8.428843,0.751532,-1.746804,-4.315476,-3.873933,-0.4196793,-1.099534,15.744055750000001,turn_right
39383,8.695923,8.444377,-0.8059044,0.9322097,-4.339688,-3.850659,-1.452969,1.396626,15.739315649999998,turn_right
39400,8.724068,8.442112,1.688558,-0.135888,-4.357345,-3.842516,-1.059297,0.4885387,15.758337650000001,turn_right
39417,8.730414,8.477268,0.3807724,2.10921,-4.364979,-3.833721,-0.458014,0.5276458,15.773326650000001,turn_right
39433,8.724225,8.477333,-0.3714188,0.003891599,-4.371794,-3.818892,-0.4089899,0.8899029,15.76901385,turn_right
39450,8.717715,8.478064,-0.3905563,0.04382745,-4.363318,-3.844988,0.5085071,-1.565658,15.76467615,turn_right
39467,8.73244,8.487587,0.8834149,0.5713589,-4.38307,-3.813388,-1.184972,1.895895,15.77784055,turn_right
39483,8.737521,8.512921,0.3049183,1.520299,-4.384946,-3.816364,-0.1125988,-0.1785844,15.78899745,turn_right
39500,8.73741,8.516225,-0.006694271,0.1981962,-4.385705,-3.813146,-0.04554393,0.1930467,15.78991095,turn_right
39517,8.738286,8.511409,0.05258149,-0.2889408,-4.396499,-3.814025,-0.6475992,-0.05276744,15.789079350000002,turn_right
39533,8.753312,8.541039,0.9017065,1.778118,-4.403666,-3.816698,-0.430079,-0.1603854,15.808486549999998,turn_right
39550,8.74651,8.563639,-0.4081216,1.355847,-4.41344,-3.818218,-0.5864066,-0.09117368,15.810505150000001,turn_right
39567,8.737477,8.550983,-0.5418926,-0.7592562,-4.420889,-3.84989,-0.4469141,-1.9002,15.800385250000001,turn_right
39583,8.733002,8.560379,-0.2685776,0.5638241,-4.426778,-3.844727,-0.3533629,0.30984,15.800071549999998,turn_right
39600,8.725509,8.576343,-0.449546,0.9577385,-4.443119,-3.812656,-0.9803674,1.924088,15.79961565,turn_right
39617,8.721815,8.585453,-0.2215975,0.5465844,-4.443119,-3.834168,0.0,-1.290578,15.79976285,turn_right
39633,8.701049,8.588837,-1.24617,0.2030499,-4.46436,-3.805889,-1.274699,1.696995,15.78624185,turn_right
39650,8.701252,8.588409,0.01218701,-0.02563276,-4.465457,-3.829412,-0.06579839,-1.411247,15.78625555,turn_right
39667,8.667801,8.579288,-2.006908,-0.5472137,-4.471375,-3.797594,-0.3550538,1.908911,15.76010355,turn_right
39683,8.672604,8.603067,0.2882073,1.426958,-4.484715,-3.794172,-0.8005535,0.2053677,15.770599349999998,turn_right
39700,8.685232,8.586775,0.7576541,-0.977478,-4.49087,-3.82093,-0.3692148,-1.605381,15.77455135,turn_right
39717,8.666577,8.569184,-1.119202,-1.055349,-4.504022,-3.794488,-0.7890657,1.586413,15.75621555,turn_right
39733,8.644952,8.589299,-1.297734,1.207083,-4.5075,-3.816786,-0.2087156,-1.338095,15.74711255,turn_right
39750,8.659435,8.54874,0.8689392,-2.433339,-4.510888,-3.824624,-0.2032884,-0.4702725,15.74508295,turn_right
39767,8.638406,8.564897,-1.26167,0.9692961,-4.527488,-3.801445,-0.9959301,1.390663,15.73520975,turn_right
39783,8.643634,8.560982,0.3137316,-0.2349267,-4.533886,-3.809622,-0.3839521,-0.4906992,15.73769485,turn_right
39800,8.656418,8.569657,0.7669804,0.5204939,-4.550704,-3.815914,-1.009004,-0.3775254,15.749246149999998,turn_right
39817,8.661771,8.550831,0.3211533,-1.129501,-4.559864,-3.823196,-0.5495024,-0.4368727,15.747345450000001,turn_right
39833,8.663109,8.557886,0.08029285,0.4233831,-4.564543,-3.824835,-0.2808247,-0.09833442,15.75039855,turn_right
39850,8.679984,8.54968,1.012437,-0.4923436,-4.567975,-3.85498,-0.2058917,-1.808569,15.759749249999999,turn_right
39867,8.711608,8.550143,1.897282,0.02780697,-4.577955,-3.859742,-0.5987653,-0.285708,15.78202495,turn_right
39883,8.731247,8.540501,1.178525,-0.5786465,-4.589365,-3.858007,-0.6847212,0.1041146,15.79287965,turn_right
39900,8.758293,8.569428,1.622645,1.735533,-4.606364,-3.862957,-1.019818,-0.2969367,15.820489949999999,turn_right
39917,8.756498,8.549724,-0.1076805,-1.182197,-4.627577,-3.840672,-1.272684,1.336952,15.813322249999999,turn_right
39933,8.762082,8.551042,0.3350782,0.07909103,-4.649494,-3.840654,-1.315246,0.001101666,15.817626449999999,turn_right
39950,8.7654,8.555285,0.1990544,0.2545539,-4.665015,-3.840802,-0.9311616,-0.00891139,15.821221949999998,turn_right
39967,8.786887,8.554224,1.289133,-0.06362418,-4.678726,-3.843104,-0.8225943,-0.1380908,15.83594455,turn_right
39983,8.802723,8.574711,0.9502942,1.229402,-4.703404,-3.844526,-1.480954,-0.08530042,15.85317585,turn_right
40000,8.828461,8.57821,1.544145,0.2099255,-4.727748,-3.845429,-1.460495,-0.05418354,15.872242150000002,turn_right
40017,8.831331,8.599024,0.1722201,1.248739,-4.737392,-3.838425,-0.5786253,0.4201799,15.88049535,turn_right
40033,8.848709,8.605272,1.042834,0.374967,-4.748503,-3.836993,-0.6667225,0.08592995,15.894534349999997,turn_right
40050,8.840692,8.601456,-0.4810148,-0.2289784,-4.746027,-3.859171,0.1485613,-1.330586,15.88777765,turn_right
40067,8.891124,8.612558,3.025696,0.6661085,-4.757693,-3.830834,-0.6999518,1.700116,15.926410649999998,turn_right
